accession_number,ddc_number,book,subject_code,author,book_category,book_publisher,book_pages,book_year,book_binding,book_source,price,book_volume,quantity,classesID,book_remarks,rack
603,612.015 FER,Biochemistry (Lippincott's Illustrated Reviews),BIO-05-RK-1-002,Richard Harvey,BS-Biochemistry,Wolters Kluwer,0,2014,PB,Purchase,0,6th,1,0,0,0
604,612.015 FER,Biochemistry (Lippincott's Illustrated Reviews),BIO-05-RK-1-003,Richard Harvey,BS-Biochemistry,Wolters Kluwer,0,2014,PB,Purchase,0,6th,1,0,0,0
605,612.015 FER,Biochemistry (Lippincott's Illustrated Reviews),BIO-05-RK-1-004,Richard Harvey,BS-Biochemistry,Wolters Kluwer,0,2014,PB,Purchase,0,6th,1,0,0,0
606,612.015 FER,Biochemistry (Lippincott's Illustrated Reviews),BIO-05-RK-1-005,Richard Harvey,BS-Biochemistry,Wolters Kluwer,0,2014,PB,Purchase,0,6th,1,0,0,0
607,612.015 FER,Biochemistry (Lippincott's Illustrated Reviews),BIO-05-RK-1-006,Richard Harvey,BS-Biochemistry,Wolters Kluwer,0,2014,PB,Purchase,0,6th,1,0,0,0
608,612.015 FER,Biochemistry (Lippincott's Illustrated Reviews),BIO-05-RK-1-007,Richard Harvey,BS-Biochemistry,Wolters Kluwer,0,2014,PB,Purchase,0,6th,1,0,0,0
609,612.015 HAR,Harper's Illustrated Biochemistry,BIO-06-RK-1-001,Roowell,BS-Biochemistry,McGrawHill,0,2015,PB,Purchase,0,3th,1,0,0,0
610,612.015 HAR,Harper's Illustrated Biochemistry,BIO-06-RK-1-002,Roowell,BS-Biochemistry,0,0,0,PB,Purchase,0,3th,1,0,0,0
611,612.015 HAR,Harper's Illustrated Biochemistry,BIO-06-RK-1-003,Roowell,BS-Biochemistry,0,0,0,PB,Purchase,0,3th,1,0,0,0
612,612.015 MUK,Textbook of Medical Biochemistry Vol-2,BIO-07-RK-1-001,MA Hashmi / IH Hashmi,BS-Biochemistry,Iqbalian Book,0,2007,PB,Purchase,0,3th,1,0,0,0
613,612.015 MUK,Textbook of Medical Biochemistry Vol-2,BIO-07-RK-1-002,MA Hashmi / IH Hashmi,BS-Biochemistry,Iqbalian Book,0,2007,PB,Purchase,0,3th,1,0,0,0
614,616.075ANA,Introduction to Biochemistry and Metabolism,BIO-08-RK-1-001,Ananohi,BS-Biochemistry,0,0,0,PB,Purchase,0,0,1,0,0,0
615,616.075ANA,Introduction to Biochemistry and Metabolism,BIO-08-RK-1-002,Ananohi,BS-Biochemistry,0,0,0,PB,Purchase,0,0,1,0,0,0
616,616.075ANA,Introduction to Biochemistry and Metabolism,BIO-08-RK-1-003,Ananohi,BS-Biochemistry,0,0,0,PB,Purchase,0,0,1,0,0,0
617,616.075ANA,Introduction to Biochemistry and Metabolism,BIO-08-RK-1-004,Ananohi,BS-Biochemistry,0,0,0,PB,Purchase,0,0,1,0,0,0
0,616.075ANA,Introduction to Biochemistry and Metabolism,BIO-08-RK-1-005,Ananohi,BS-Biochemistry,0,0,0,PB,Purchase,0,0,1,0,0,0
619,615.19 GHO,A Text Book of pharmaceutical Chemistry,BIO-09-RK-1-001,Jayashree Ghosh,BS-Biochemistry,0,0,1997,PB,Purchase,0,1st,1,0,0,0
620,612.015 MUS,Essentials of Medical Biochemistry Vol-1,BIO-10-RK-1-001,Mushtaq Ahmad,BS-Biochemistry,Salman Publisher,0,0,PB,Purchase,0,8,1,0,0,0
621,612.015 MUS,Essentials of Medical Biochemistry Vol-1,BIO-10-RK-1-002,Mushtaq Ahmad,BS-Biochemistry,Salman Publisher,0,0,PB,Purchase,0,8,1,0,0,0
622,612.015 MUS,Essentials of Medical Biochemistry Vol-1,BIO-10-RK-1-003,Mushtaq Ahmad,BS-Biochemistry,Salman Publisher,0,0,PB,Purchase,0,8,1,0,0,0
623,612.015 MUS,Essentials of Medical Biochemistry Vol-1,BIO-10-RK-1-004,Mushtaq Ahmad,BS-Biochemistry,Salman Publisher,0,0,PB,Purchase,0,8,1,0,0,0
624,612.015 MUS,Essentials of Medical Biochemistry Vol-1,BIO-10-RK-1-005,Mushtaq Ahmad,BS-Biochemistry,Salman Publisher,0,0,PB,Purchase,0,8,1,0,0,0
0,612.015 MUS,Essentials of Medical Biochemistry Vol-1,BIO-10-RK-1-006,Mushtaq Ahmad,BS-Biochemistry,Salman Publisher,0,0,PB,Purchase,0,8,1,0,0,0
626,612.015 MUS,Essentials of Medical Biochemistry Vol-1,BIO-10-RK-1-007,Mushtaq Ahmad,BS-Biochemistry,Salman Publisher,0,0,PB,Purchase,0,8,1,0,0,0
627,612.015 MUS,Essentials of Medical Biochemistry Vol-1,BIO-10-RK-1-008,Mushtaq Ahmad,BS-Biochemistry,Salman Publisher,0,2011,PB,Purchase,0,8,1,0,0,0
628,612.015 MUS,Essentials of Medical Biochemistry Vol-1,BIO-10-RK-1-009,Mushtaq Ahmad,BS-Biochemistry,Salman Publisher,0,2011,PB,Purchase,0,8,1,0,0,0
629,546 MIE,Inorganic Chemistry,BIO-11-RK-1-001,Cary L Miessler,BS-Biochemistry,0,0,0,PB,Purchase,0,3rd,1,0,0,0
630,546 MIE,Inorganic Chemistry,BIO-11-RK-1-002,Cary L Miessler,BS-Biochemistry,0,0,0,PB,Purchase,0,3rd,1,0,0,0
631,546 SHA,Inorganic Chemistry,BIO-12-RK-1-001,Alan G Sharpe,BS-Biochemistry,0,0,0,PB,Purchase,0,3rd,1,0,0,0
632,546 SHA,Inorganic Chemistry,BIO-12-RK-1-002,Alan G Sharpe,BS-Biochemistry,0,0,0,PB,Purchase,0,3rd,1,0,0,0
633,546SHA,Inorganic Chemistry,BIO-13-RK-1-001,Huheey Keiter,BS-Biochemistry,0,0,0,PB,Purchase,0,4th,1,0,0,0
634,546SHA,Inorganic Chemistry,BIO-13-RK-1-002,Huheey Keiter,BS-Biochemistry,0,0,0,PB,Purchase,0,4th,1,0,0,0
635,546 LEE,Concise Inorganic Chemistry,BIO-14-RK-1-001,J D Lee,BS-Biochemistry,0,0,0,PB,Purchase,0,6th,1,0,0,0
636,545 VOG,Vogel's Textbook of Quantitative Chemical Analysis,BIO-15-RK-1-001,Mehdham Denney,BS-Biochemistry,0,0,0,PB,Purchase,0,6th,1,0,0,0
637,545 VOG,Vogel's Textbook of Quantitative Chemical Analysis,BIO-15-RK-1-002,Mehdham Denney,BS-Biochemistry,0,0,0,PB,Purchase,0,6th,1,0,0,0
638,546 COT,Advanced Inorganic Chemistry,BIO-16-RK-1-001,Cotton Wilkinson,BS-Biochemistry,0,0,0,PB,Purchase,0,4th,1,0,0,0
639,545 VOG,Vogel's Quantitative Inorganic Analysis,BIO-17-RK-1-001,Svehla Sivasankar,BS-Biochemistry,0,0,0,PB,Purchase,0,7th,1,0,0,0
640,545 VOG,Vogel's Quantitative Inorganic Analysis,BIO-17-RK-1-002,Svehla Sivasankar,BS-Biochemistry,0,0,0,PB,Purchase,0,7th,1,0,0,0
641,545 VOG,Vogel's Quantitative Inorganic Analysis,BIO-17-RK-1-003,Svehla Sivasankar,BS-Biochemistry,0,0,0,PB,Purchase,0,7th,1,0,0,0
642,545 VOG,Vogel's Quantitative Inorganic Analysis,BIO-17-RK-1-004,Svehla Sivasankar,BS-Biochemistry,0,0,0,PB,Purchase,0,7th,1,0,0,0
643,546 VOG,Practical organic Chemistry,BIO-18-RK-1-001,Brian S Furniss Antony J Hannaford,BS-Biochemistry,0,0,0,PB,Purchase,0,5th,1,0,0,0
644,546 VOG,Practical organic Chemistry,BIO-18-RK-1-002,Brian S Furniss Antony J Hannaford,BS-Biochemistry,0,0,0,PB,Purchase,0,5th,1,0,0,0
645,546 SYK,A Guidebook to Mechanism in organic Chemistry for the Jee,BIO-19-RK-1-001,Peter Sykes B H Kishan,BS-Biochemistry,0,0,0,PB,Purchase,0,6th,1,0,0,0
646,546 SYK,A Guidebook to Mechanism in organic Chemistry for the Jee,BIO-19-RK-1-002,Peter Sykes B H Kishan,BS-Biochemistry,0,0,0,PB,Purchase,0,6th,1,0,0,0
647,546 SYK,A Guidebook to Mechanism in organic Chemistry for the Jee,BIO-19-RK-1-003,Peter Sykes B H Kishan,BS-Biochemistry,0,0,0,PB,Purchase,0,6th,1,0,0,0
648,546 SYK,A Guidebook to Mechanism in organic Chemistry for the Jee,BIO-19-RK-1-004,Peter Sykes B H Kishan,BS-Biochemistry,0,0,0,PB,Purchase,0,6th,1,0,0,0
649,546 SYK,A Guidebook to Mechanism in organic Chemistry for the Jee,BIO-19-RK-1-005,Peter Sykes B H Kishan,BS-Biochemistry,0,0,0,PB,Purchase,0,6th,1,0,0,0
650,546 MOR,Organic Chemistry,BIO-20-RK-1-001,Morrison Body,BS-Biochemistry,0,0,0,PB,Purchase,0,6th,1,0,0,0
651,546 MOR,Organic Chemistry,BIO-20-RK-1-002,Morrison Body,BS-Biochemistry,0,0,0,PB,Purchase,0,6th,1,0,0,0
652,546 BAH,Organic Chemistry,BIO-21-RK-1-001,Arun Bahl B S Bahl,BS-Biochemistry,0,0,0,PB,Purchase,0,22nd,1,0,0,0
653,547 BRO,Organic Chemistry,BIO-21-RK-1-002,Arun Bahl B S Bahl,BS-Biochemistry,0,0,0,PB,Purchase,0,22nd,1,0,0,0
654,547 BRO,Introduction to Organic Chemistry,BIO-22-RK-1-001,William H Brown Thomas poon,BS-Biochemistry,0,0,0,PB,Purchase,0,6th,1,0,0,0
655,547 BRO,Introduction to Organic Chemistry,BIO-22-RK-1-002,William H Brown Thomas poon,BS-Biochemistry,0,0,0,PB,Purchase,0,6th,1,0,0,0
656,547 BRO,Introduction to Organic Chemistry,BIO-22-RK-1-003,William H Brown Thomas poon,BS-Biochemistry,0,0,0,PB,Purchase,0,6th,1,0,0,0
657,547 BRO,Introduction to Organic Chemistry,BIO-22-RK-1-004,William H Brown Thomas poon,BS-Biochemistry,0,0,0,PB,Purchase,0,6th,1,0,0,0
658,547 MCM,Organic Chemistry,BIO-23-RK-1-001,John McMurry,BS-Biochemistry,0,0,0,PB,Purchase,0,9th,1,0,0,0
659,547 MCM,Organic Chemistry,BIO-23-RK-1-002,John McMurry,BS-Biochemistry,0,0,0,PB,Purchase,0,9th,1,0,0,0
660,547 MCM,Organic Chemistry,BIO-23-RK-1-003,John McMurry,BS-Biochemistry,0,0,0,PB,Purchase,0,9th,1,0,0,0
661,547 MCM,Organic Chemistry,BIO-23-RK-1-004,John McMurry,BS-Biochemistry,0,0,0,PB,Purchase,0,9th,1,0,0,0
662,446 HOU,Inorganic Chemistry,BIO-24-RK-1-001,Catherine  & Alan G Sharpe,BS-Biochemistry,0,0,0,PB,Purchase,0,2nd,1,0,0,0
663,446 HOU,Inorganic Chemistry,BIO-24-RK-1-002,Catherine  & Alan G Sharpe,BS-Biochemistry,0,0,0,PB,Purchase,0,2nd,1,0,0,0
664,446 HOU,Inorganic Chemistry,BIO-24-RK-1-003,Catherine  & Alan G Sharpe,BS-Biochemistry,0,0,0,PB,Purchase,0,2nd,1,0,0,0
665,546 HOU,Descriptive Inorganic Chemistry,BIO-25-RK-1-001,James E House & Kathleen A House,BS-Biochemistry,0,0,0,PB,Purchase,0,3rd,1,0,0,0
666,546 HOU,Descriptive Inorganic Chemistry,BIO-25-RK-1-002,James E House & Kathleen A House,BS-Biochemistry,0,0,0,PB,Purchase,0,3rd,1,0,0,0
667,546 HOU,Descriptive Inorganic Chemistry,BIO-25-RK-1-003,James E House & Kathleen A House,BS-Biochemistry,0,0,0,PB,Purchase,0,3rd,1,0,0,0
668,546 HOU,Descriptive Inorganic Chemistry,BIO-25-RK-1-004,James E House & Kathleen A House,BS-Biochemistry,0,0,0,PB,Purchase,0,3rd,1,0,0,0
669,546 HOU,Descriptive Inorganic Chemistry,BIO-25-RK-1-005,James E House & Kathleen A House,BS-Biochemistry,0,0,0,PB,Purchase,0,3rd,1,0,0,0
670,572 NEN,Lehninger principles of Biochemistry,BIO-26-RK-1-001,Nelson & Cox,BS-Biochemistry,0,0,0,PB,Purchase,0,7th,1,0,0,0
0,572 NEN,Lehninger principles of Biochemistry,BIO-26-RK-1-002,Nelson & Cox,BS-Biochemistry,0,0,0,PB,Purchase,0,7th,1,0,0,0
672,572 NEN,Lehninger principles of Biochemistry,BIO-26-RK-1-003,Nelson & Cox,BS-Biochemistry,0,0,0,PB,Purchase,0,7th,1,0,0,0
673,572 NEN,Lehninger principles of Biochemistry,BIO-26-RK-1-004,Nelson & Cox,BS-Biochemistry,0,0,0,PB,Purchase,0,7th,1,0,0,0
674,571 BRO,Essential Cell Biology,BIO-27-RK-1-001,Alberts Bray,BS-Biochemistry,0,0,0,PB,Purchase,0,4th,1,0,0,0
675,571 BRO,Essential Cell Biology,BIO-27-RK-1-002,Alberts Bray,BS-Biochemistry,0,0,0,PB,Purchase,0,4th,1,0,0,0
676,571 BRO,Essential Cell Biology,BIO-27-RK-1-003,Alberts Bray,BS-Biochemistry,0,0,0,PB,Purchase,0,4th,1,0,0,0
677,572 MOL,Molecular Biology of The Cell,BIO-28-RK-1-001,Alberts Johnson,BS-Biochemistry,Garland Science,0,2015,PB,Purchase,0,6th,1,0,0,0
678,572.8 MOL,Molecular Biology of The Cell,BIO-28-RK-1-002,Alberts Johnson,BS-Biochemistry,Garland Science,0,2015,PB,Purchase,0,6th,1,0,0,0
679,572.8 MOL,Molecular Cell Biology,BIO-29-RK-1-001,Lodish Berk Kaiser,BS-Biochemistry,W.H.Freeman & Company,0,2018,PB,Purchase,0,8th,1,0,0,0
680,572.8 MOL,Molecular Cell Biology,BIO-29-RK-1-002,Lodish Berk Kaiser,BS-Biochemistry,W.H.Freeman & Company,0,2018,PB,Purchase,0,8th,1,0,0,0
681,574.87 BRO,Genetics Analysis & Principles,BIO-30-RK-1-001,Robert J Brooker,BS-Biochemistry,0,0,0,PB,Purchase,0,4th,1,0,0,0
682,574.87 BRO,Genetics Analysis & Principles,BIO-30-RK-1-002,Robert J Brooker,BS-Biochemistry,0,0,0,PB,Purchase,0,4th,1,0,0,0
683,574.87 BRO,Genetics Analysis & Principles,BIO-30-RK-1-003,Robert J Brooker,BS-Biochemistry,0,0,0,PB,Purchase,0,4th,1,0,0,0
684,546 SAN,Sana Ullah's Textbook of Inorganic Chemistry for the students B.Sc University of Punjab,BIO-31-RK-1-001,Prof Ch Sana Ullah,BS-Biochemistry,Ilmi,0,0,PB,Purchase,0,0,1,0,0,0
685,546 SAN,Sana Ullah's Textbook of Inorganic Chemistry for the students B.Sc University of Punjab,BIO-31-RK-1-002,Prof Ch Sana Ullah,BS-Biochemistry,Ilmi,0,0,PB,Purchase,0,0,1,0,0,0
686,546 SAN,Sana Ullah's Textbook of Inorganic Chemistry for the students B.Sc University of Punjab,BIO-31-RK-1-003,Prof Ch Sana Ullah,BS-Biochemistry,Ilmi,0,0,PB,Purchase,0,0,1,0,0,0
687,546 SAN,Sana Ullah's Textbook of Inorganic Chemistry for the students B.Sc University of Punjab,BIO-31-RK-1-004,Prof Ch Sana Ullah,BS-Biochemistry,Ilmi,0,0,PB,Purchase,0,0,1,0,0,0
688,546 SAN,Sana Ullah's Textbook of Inorganic Chemistry for the students B.Sc University of Punjab,BIO-31-RK-1-005,Prof Ch Sana Ullah,BS-Biochemistry,Ilmi,0,0,PB,Purchase,0,0,1,0,0,0
689,546 SAN,Sana Ullah's Textbook of Inorganic Chemistry for the students B.Sc University of Punjab,BIO-31-RK-1-006,Prof Ch Sana Ullah,BS-Biochemistry,Ilmi,0,0,PB,Purchase,0,0,1,0,0,0
690,546 SAN,Sana Ullah's Textbook of Inorganic Chemistry for the students B.Sc University of Punjab,BIO-31-RK-1-007,Prof Ch Sana Ullah,BS-Biochemistry,Ilmi,0,0,PB,Purchase,0,0,1,0,0,0
691,546 SAN,Sana Ullah's Textbook of Inorganic Chemistry for the students B.Sc University of Punjab,BIO-31-RK-1-008,Prof Ch Sana Ullah,BS-Biochemistry,Ilmi,0,0,PB,Purchase,0,0,1,0,0,0
692,546 SAN,Sana Ullah's Textbook of Inorganic Chemistry for the students B.Sc University of Punjab,BIO-31-RK-1-009,Prof Ch Sana Ullah,BS-Biochemistry,Ilmi,0,0,PB,Purchase,0,0,1,0,0,0
693,546 SAN,Sana Ullah's Textbook of Inorganic Chemistry for the students B.Sc University of Punjab,BIO-31-RK-1-010,Prof Ch Sana Ullah,BS-Biochemistry,Ilmi,0,0,PB,Purchase,0,0,1,0,0,0
694,612.015 SAT,Biochemistry,BIO-32-RK-1-001,USatyanarayana U Chakrapani,BS-Biochemistry,0,0,0,PB,Purchase,0,5th,1,0,0,0
695,612.015 SAT,Biochemistry,BIO-32-RK-1-002,USatyanarayana U Chakrapani,BS-Biochemistry,0,0,0,PB,Purchase,0,5th,1,0,0,0
0,612.015 SAT,Biochemistry,BIO-32-RK-1-003,USatyanarayana U Chakrapani,BS-Biochemistry,0,0,0,PB,Purchase,0,5th,1,0,0,0
0,612.015 SAT,Biochemistry,BIO-32-RK-1-004,USatyanarayana U Chakrapani,BS-Biochemistry,0,0,0,PB,Purchase,0,5th,1,0,0,0
698,612.015 CMA,Textbook of Medical Biochemistry,BIO-33-RK-1-001,Chatterjea Shinde,BS-Biochemistry,Jaypee Brothers,0,2012,PB,Purchase,0,8th,1,0,0,0
699,612.015 CMA,Textbook of Medical Biochemistry,BIO-33-RK-1-002,Chatterjea Shinde,BS-Biochemistry,Jaypee Brothers,0,2012,PB,Purchase,0,8th,1,0,0,0
700,612.015 CMA,Textbook of Medical Biochemistry,BIO-33-RK-1-003,Chatterjea Shinde,BS-Biochemistry,Jaypee Brothers,0,2012,PB,Purchase,0,8th,1,0,0,0
701,612.015 CMA,Textbook of Medical Biochemistry,BIO-33-RK-1-004,Chatterjea Shinde,BS-Biochemistry,Jaypee Brothers,0,2012,PB,Purchase,0,8th,1,0,0,0
702,612.015 CMA,Textbook of Medical Biochemistry,BIO-33-RK-1-005,Chatterjea Shinde,BS-Biochemistry,Jaypee Brothers,0,2012,PB,Purchase,0,8th,1,0,0,0
703,447 YOU,A Textbook of Organic Chemistry,BIO-34-RK-1-001,M Younas,BS-Biochemistry,Ilmi,0,0,PB,Purchase,0,0,1,0,0,0
704,447 YOU,A Textbook of Organic Chemistry,BIO-34-RK-1-002,M Younas,BS-Biochemistry,Ilmi,0,0,PB,Purchase,0,0,1,0,0,0
705,447 YOU,A Textbook of Organic Chemistry,BIO-34-RK-1-003,M Younas,BS-Biochemistry,Ilmi,0,0,PB,Purchase,0,0,1,0,0,0
706,447 YOU,A Textbook of Organic Chemistry,BIO-34-RK-1-004,M Younas,BS-Biochemistry,Ilmi,0,0,PB,Purchase,0,0,1,0,0,0
707,447 YOU,A Textbook of Organic Chemistry,BIO-34-RK-1-005,M Younas,BS-Biochemistry,Ilmi,0,0,PB,Purchase,0,0,1,0,0,0
708,547 SOL,Organic Chemistry (International Student Version),BIO-35-RK-1-001,Solomons Fryhle Snyder,BS-Biochemistry,0,0,0,PB,Purchase,0,11th,1,0,0,0
709,547 SOL,Organic Chemistry (International Student Version),BIO-35-RK-1-002,Solomons Fryhle Snyder,BS-Biochemistry,0,0,0,PB,Purchase,0,11th,1,0,0,0
710,612.05 MUS,Essentials of Medical Biochemistry Vol-2,BIO-36-RK-1-001,Mushtaq Ahmad,BS-Biochemistry,Merit Publisher,0,2011,PB,Purchase,0,8th,1,0,0,0
711,612.05 MUS,Essentials of Medical Biochemistry Vol-2,BIO-36-RK-1-002,Mushtaq Ahmad,BS-Biochemistry,Merit Publisher,0,2011,PB,Purchase,0,8th,1,0,0,0
712,612.05 MUS,Essentials of Medical Biochemistry Vol-2,BIO-36-RK-1-003,Mushtaq Ahmad,BS-Biochemistry,Merit Publisher,0,2011,PB,Purchase,0,8th,1,0,0,0
713,612.05 MUS,Essentials of Medical Biochemistry Vol-2,BIO-36-RK-1-004,Mushtaq Ahmad,BS-Biochemistry,Merit Publisher,0,2011,PB,Purchase,0,8th,1,0,0,0
714,612.05 MUS,Essentials of Medical Biochemistry Vol-2,BIO-36-RK-1-005,Mushtaq Ahmad,BS-Biochemistry,Merit Publisher,0,2011,PB,Purchase,0,8th,1,0,0,0
715,612.05 MUS,Essentials of Medical Biochemistry Vol-2,BIO-36-RK-1-006,Mushtaq Ahmad,BS-Biochemistry,Merit Publisher,0,2011,PB,Purchase,0,8th,1,0,0,0
716,612.05 MUS,Essentials of Medical Biochemistry Vol-2,BIO-36-RK-1-007,Mushtaq Ahmad,BS-Biochemistry,Merit Publisher,0,2011,PB,Purchase,0,8th,1,0,0,0
717,546 WUL,Inorganic Chemistry Viva Students Edition,BIO-37-RK-1-001,Gary Wulfsberg,BS-Biochemistry,0,0,0,PB,Purchase,0,0,1,0,0,0
718,546 WUL,Inorganic Chemistry Viva Students Edition,BIO-37-RK-1-002,Gary Wulfsberg,BS-Biochemistry,0,0,0,PB,Purchase,0,0,1,0,0,0
719,575.1 GAR,Principles of Genetics,BIO-38-RK-1-001,Gardner Simmons Snustad,BS-Biochemistry,0,0,0,PB,Purchase,0,8th,1,0,0,0
720,575.1 GAR,Principles of Genetics,BIO-38-RK-1-002,Gardner Simmons Snustad,BS-Biochemistry,0,0,0,PB,Purchase,0,8th,1,0,0,0
721,541.3 SAN,Textbook of Physical Chemistry for B.Sc Students,BIO-39-RK-1-001,Sanullah,BS-Biochemistry,Ilmi,0,0,PB,Purchase,0,0,1,0,0,0
722,541.3 SAN,Textbook of Physical Chemistry for B.Sc Students,BIO-39-RK-1-002,Sanullah,BS-Biochemistry,Ilmi,0,0,PB,Purchase,0,0,1,0,0,0
723,616.07 CLI,Clinical Biochemistry,BIO-40-RK-1-001,Nessar Ahmad,BS-Biochemistry,0,0,2010,PB,Purchase,0,0,1,0,0,0
724,616.07 CLI,Clinical Biochemistry,BIO-40-RK-1-002,Nessar Ahmad,BS-Biochemistry,0,0,2010,PB,Purchase,0,0,1,0,0,0
725,612.015 PRI,Principles and Techniques of biochemistry and Molecular Biology,BIO-41-RK-1-001,Keith Wilson John Walker,BS-Biochemistry,Cambridge,0,2009,PB,Purchase,0,7th,1,0,0,0
726,612.015 VOE,Fundamentals of Biochemistry,BIO-42-RK-1-001,Donald Voet Judith GVoet Charlotte WPratt,BS-Biochemistry,0,0,2006,PB,Purchase,0,5th,1,0,0,0
727,612.015 VOE,Fundamentals of Biochemistry,BIO-42-RK-1-002,Donald Voet Judith GVoet Charlotte WPratt,BS-Biochemistry,0,0,2006,PB,Purchase,0,5th,1,0,0,0
728,612.015 KAD,USMLE Step-1  Biochemistry and Medical Genetics Lecture Notes,BIO-43-RK-1-001,Medical Kaplan,BS-Biochemistry,0,0,0,PB,Purchase,0,0,1,0,0,0
729,612.015 RAT,Chemistry for OCR-1,BIO-44-RK-1-001,David Acaster Lawrie Ryan,BS-Biochemistry,0,0,0,PB,Purchase,0,0,1,0,0,0
730,612.015 FAC,Chemistry for A2,BIO-45-RK-1-001,George Facer,BS-Biochemistry,0,0,0,PB,Purchase,0,2nd,1,0,0,0
731,612.015 LIE,Biochemistry Molecular Biology & Genetics,BIO-46-RK-1-001,Michael A Lieberman Rick Ricer,BS-Biochemistry,0,0,0,PB,Purchase,0,6th,1,0,0,0
732,541.3 GIB,Intermediate Physical Chemistry,BIO-47-RK-1-001,J C Giblin,BS-Biochemistry,0,0,0,PB,Purchase,0,0,1,0,0,0
733,615.19 PRA,Practical Pharmaceutical Chemistry,BIO-48-RK-1-001,AHBeckett JB Stenlake,BS-Biochemistry,0,0,0,PB,Purchase,0,4th,1,0,0,0
734,540.3 SHE,The Penguin Dictionary of Chemistry,BIO-49-RK-1-001,David WA Sharp,BS-Biochemistry,0,0,0,PB,Purchase,0,3rd,1,0,0,0
735,540 RAM,Chemistry for GCSE,BIO-50-RK-1-001,EN Ramsden,BS-Biochemistry,0,0,0,PB,Purchase,0,3rd,1,0,0,0
736,540.15 RAM,Calculations for GCSE Chemistry,BIO-51-RK-1-001,EN Ramsden,BS-Biochemistry,0,0,0,PB,Purchase,0,0,1,0,0,0
737,540 GAL,Fundamentals of Chemistry for Cambridge O Level,BIO-52-RK-1-001,RoseMarie Gallagher Paul Ingram,BS-Biochemistry,Cambridge,0,0,PB,Purchase,0,0,1,0,0,0
738,540 GAL,Chemistry for Higher Tier,BIO-53-RK-1-001,Rose Marie Gallagher Paul Ingram,BS-Biochemistry,Oxford,0,0,PB,Purchase,0,3rd,1,0,0,0
739,616.07 MAR,Clinical Chemistry,BIO-54-RK-1-001,William JMarshal,BS-Biochemistry,0,0,0,PB,Purchase,0,6th,1,0,0,0
740,540 TON,Chemistry for Matters,BIO-55-RK-1-001,Tan Yin Toon Chen Ling Kwong John Sadler Emily Clare,BS-Biochemistry,MC,0,0,PB,Purchase,0,2nd,1,0,0,0
741,540 TON,Chemistry for Matters,BIO-55-RK-1-002,Tan Yin Toon Chen Ling Kwong John Sadler Emily Clare,BS-Biochemistry,MC,0,0,PB,Purchase,0,2nd,1,0,0,0
742,540 TON,Chemistry for Matters,BIO-55-RK-1-003,Tan Yin Toon Chen Ling Kwong John Sadler Emily Clare,BS-Biochemistry,MC,0,0,PB,Purchase,0,2nd,1,0,0,0
743,540 NOR,Chemistry Coursebook,BIO-56-RK-1-001,Roger Norris Lawrie Ryan,BS-Biochemistry,Cambridge,0,2011,PB,Purchase,0,0,1,0,0,0
744,540 NOR,Chemistry Coursebook,BIO-56-RK-1-002,Roger Norris Lawrie Ryan,BS-Biochemistry,Cambridge,0,2011,PB,Purchase,0,0,1,0,0,0
745,540 NOR,Chemistry Coursebook,BIO-56-RK-1-003,Roger Norris Lawrie Ryan,BS-Biochemistry,Cambridge,0,2011,PB,Purchase,0,0,1,0,0,0
746,540 BRI,Chemistry Insights,BIO-57-RK-1-001,Dr Rex M Heyworth JGR Briggs,BS-Biochemistry,Pearson,0,2007,PB,Purchase,0,2nd,1,0,0,0
747,540 BRI,Chemistry Insights,BIO-57-RK-1-002,Dr Rex M Heyworth JGR Briggs,BS-Biochemistry,Pearson,0,2007,PB,Purchase,0,2nd,1,0,0,0
748,540 BRI,Chemistry Insights,BIO-57-RK-1-003,Dr Rex M Heyworth JGR Briggs,BS-Biochemistry,Pearson,0,2007,PB,Purchase,0,2nd,1,0,0,0
749,540 BRI,Chemistry Insights,BIO-57-RK-1-004,Dr Rex M Heyworth JGR Briggs,BS-Biochemistry,Pearson,0,2007,PB,Purchase,0,2nd,1,0,0,0
750,540 HIL,Chemistry Context,BIO-58-RK-1-001,Graham Hill and john Holman,BS-Biochemistry,Nelson,0,0,PB,Purchase,0,5th,1,0,0,0
751,540HIL,Chemistry Context,BIO-58-RK-1-002,Graham Hill and john Holman,BS-Biochemistry,Nelson,0,0,PB,Purchase,0,5th,1,0,0,0
752,540 HAR ,Chemistry,BIO-59-RK-1-001,Brian Ratcliff Helen Eccles John Raffan,BS-Biochemistry,Cambridge,0,0,PB,Purchase,0,0,1,0,0,0
753,540 RAT,Chemistry,BIO-59-RK-1-002,Brian Ratcliff Helen Eccles John Raffan,BS-Biochemistry,Cambridge,0,0,PB,Purchase,0,0,1,0,0,0
754,540 RAM,Chemistry,BIO-60-RK-1-001,EN Ramsden,BS-Biochemistry,Stanley Thornes,0,0,PB,Purchase,0,4th,1,0,0,0
755,540 RAM,Chemistry,BIO-60-RK-1-002,EN Ramsden,BS-Biochemistry,Stanley Thornes,0,0,PB,Purchase,0,4th,1,0,0,0
756,540 ABA,New School Chemistry Revised Edition,BIO-61-RK-1-001,Osei Yaw Ababio,BS-Biochemistry,0,0,0,PB,Purchase,0,0,1,0,0,0
757,540 ABA,New School Chemistry Revised Edition,BIO-61-RK-1-002,Osei Yaw Ababio,BS-Biochemistry,0,0,0,PB,Purchase,0,0,1,0,0,0
