Registration No.,Attempt,Internal (20%),Mid Term,Final Term Marks(80%),Practical Work (20),Total Obtain Marks,Total mark,Course Code,Semester,Session
2016-GCUF-068992,1st,11.95,,31,0,42.95,80,DPT-409,3,2016-21
2016-GCUF-068993,1st,11.95,,41,0,52.95,80,DPT-409,3,2016-21
2016-GCUF-066423,1st,11.95,,47,0,58.95,80,DPT-409,3,2016-21
2016-GCUF-068994,1st,11.95,,41,0,52.95,80,DPT-409,3,2016-21
2016-GCUF-066421,1st,11.95,,43,0,54.95,80,DPT-409,3,2016-21
2016-GCUF-068998,1st,11.95,,40,0,51.95,80,DPT-409,3,2016-21
2016-GCUF-066419,1st,11.95,,40,0,51.95,80,DPT-409,3,2016-21
2016-GCUF-069000,1st,11.95,,46,0,57.95,80,DPT-409,3,2016-21
2016-GCUF-069001,1st,11.95,,38,0,49.95,80,DPT-409,3,2016-21
2016-GCUF-066435,1st,11.95,,41,0,52.95,80,DPT-409,3,2016-21
2016-GCUF-069003,1st,11.95,,34,0,45.95,80,DPT-409,3,2016-21
2016-GCUF-069004,1st,11.95,,38,0,49.95,80,DPT-409,3,2016-21
2016-GCUF-069005,1st,11.95,,39,0,50.95,80,DPT-409,3,2016-21
2016-GCUF-068953,1st,11.95,,37,0,48.95,80,DPT-409,3,2016-21
2016-GCUF-068954,1st,11.95,,43,0,54.95,80,DPT-409,3,2016-21
2016-GCUF-068955,1st,11.95,,39,0,50.95,80,DPT-409,3,2016-21
2016-GCUF-068956,1st,11.95,,40,0,51.95,80,DPT-409,3,2016-21
2016-GCUF-068957,1st,11.95,,34,0,45.95,80,DPT-409,3,2016-21
2016-GCUF-068958,1st,11.95,,41,0,52.95,80,DPT-409,3,2016-21
2016-GCUF-068959,1st,11.95,,40,0,51.95,80,DPT-409,3,2016-21
2016-GCUF-068960,1st,11.95,,41,0,52.95,80,DPT-409,3,2016-21
2016-GCUF-068964,1st,11.95,,40,0,51.95,80,DPT-409,3,2016-21
2016-GCUF-068965,1st,11.95,,44,0,55.95,80,DPT-409,3,2016-21
2016-GCUF-068966,1st,11.95,,45,0,56.95,80,DPT-409,3,2016-21
2016-GCUF-068967,1st,11.95,,48,0,59.95,80,DPT-409,3,2016-21
2016-GCUF-068968,1st,11.95,,43,0,54.95,80,DPT-409,3,2016-21
2016-GCUF-068969,1st,11.95,,43,0,54.95,80,DPT-409,3,2016-21
2016-GCUF-068970,1st,11.95,,43,0,54.95,80,DPT-409,3,2016-21
2016-GCUF-068971,1st,11.95,,45,0,56.95,80,DPT-409,3,2016-21
2016-GCUF-068972,1st,11.95,,41,0,52.95,80,DPT-409,3,2016-21
2016-GCUF-068974,1st,11.95,,43,0,54.95,80,DPT-409,3,2016-21
2016-GCUF-068975,1st,11.95,,42,0,53.95,80,DPT-409,3,2016-21
2016-GCUF-068976,1st,11.95,,42,0,53.95,80,DPT-409,3,2016-21
2016-GCUF-068977,1st,11.95,,39,0,50.95,80,DPT-409,3,2016-21
2016-GCUF-068978,1st,11.95,,45,0,56.95,80,DPT-409,3,2016-21
2016-GCUF-069002,1st,11.95,,39,0,50.95,80,DPT-409,3,2016-21
2016-GCUF-068996,1st,7.5,,19.6,16,43.1,80,DPT-402,4,2016-21
2016-GCUF-066434,1st,7.5,,19.2,13,39.7,80,DPT-402,4,2016-21
2016-GCUF-068979,1st,5.5,,20.4,16,41.9,80,DPT-402,4,2016-21
2016-GCUF-066417,1st,7.5,,20.4,12,39.9,80,DPT-402,4,2016-21
2016-GCUF-066436,1st,7.5,,20.8,16,44.3,80,DPT-402,4,2016-21
2016-GCUF-068963,1st,7.5,,20.8,17,45.3,80,DPT-402,4,2016-21
2016-GCUF-066437,1st,7.5,,20.8,15,43.3,80,DPT-402,4,2016-21
2015-GCUF-055536,1st,5.5,,21.6,17,44.1,80,DPT-402,4,2016-21
2016-GCUF-068980,1st,7.5,,19.2,16,42.7,80,DPT-402,4,2016-21
2016-GCUF-066438,1st,7.5,,21.2,15,43.7,80,DPT-402,4,2016-21
2016-GCUF-066439,1st,6,,16,11,33,80,DPT-402,4,2016-21
2015-GCUF-055233,1st,7.5,,16.8,11,35.3,80,DPT-402,4,2016-21
2016-GCUF-066440,1st,7.5,,17.6,15,40.1,80,DPT-402,4,2016-21
2016-GCUF-066433,1st,7.5,,21.6,11,40.1,80,DPT-402,4,2016-21
2016-GCUF-068983,1st,5,,22,15,42,80,DPT-402,4,2016-21
2016-GCUF-066432,1st,7.5,,15.6,15,38.1,80,DPT-402,4,2016-21
2016-GCUF-068985,1st,7.5,,19.2,8,34.7,80,DPT-402,4,2016-21
2016-GCUF-068986,1st,7.5,,16.4,18,41.9,80,DPT-402,4,2016-21
2016-GCUF-066416,1st,7.5,,15.2,14,36.7,80,DPT-402,4,2016-21
2016-GCUF-066430,1st,7.5,,20,9,36.5,80,DPT-402,4,2016-21
2016-GCUF-068987,1st,7.5,,17.2,15,39.7,80,DPT-402,4,2016-21
2016-GCUF-068988,1st,7.5,,19.6,17,44.1,80,DPT-402,4,2016-21
2016-GCUF-066428,1st,7.5,,15.2,15,37.7,80,DPT-402,4,2016-21
2016-GCUF-068989,1st,7.5,,17.6,15,40.1,80,DPT-402,4,2016-21
2016-GCUF-068990,1st,5.5,,19.2,17,41.7,80,DPT-402,4,2016-21
2016-GCUF-066427,1st,5.5,,15.2,14,34.7,80,DPT-402,4,2016-21
2016-GCUF-068991,1st,7.5,,14.4,15,36.9,80,DPT-402,4,2016-21
2016-GCUF-066426,1st,7.5,,18.4,17,42.9,80,DPT-402,4,2016-21
2016-GCUF-068992,1st,7.5,,16,15,38.5,80,DPT-402,4,2016-21
2016-GCUF-066425,1st,7.5,,18.4,9,34.9,80,DPT-402,4,2016-21
2016-GCUF-068993,1st,5.5,,15.6,13,34.1,80,DPT-402,4,2016-21
2016-GCUF-066423,1st,7.5,,15.6,18,41.1,80,DPT-402,4,2016-21
2016-GCUF-068994,1st,7.5,,11.6,9,28.1,80,DPT-402,4,2016-21
2016-GCUF-066421,1st,7.5,,20,17,44.5,80,DPT-402,4,2016-21
2016-GCUF-068998,1st,7.5,,16.8,8,32.3,80,DPT-402,4,2016-21
2016-GCUF-066419,1st,7.5,,18,18,43.5,80,DPT-402,4,2016-21
2016-GCUF-069000,1st,7.5,,20,12,39.5,80,DPT-402,4,2016-21
2016-GCUF-066435,1st,6,,11.6,8,25.6,80,DPT-402,4,2016-21
2016-GCUF-069001,1st,7.5,,10,13,30.5,80,DPT-402,4,2016-21
2016-GCUF-069003,1st,7.5,,15.6,14,37.1,80,DPT-402,4,2016-21
2016-GCUF-069004,1st,7.5,,16.4,14,37.9,80,DPT-402,4,2016-21
2016-GCUF-069005,1st,5,,16.4,18,39.4,80,DPT-402,4,2016-21
2016-GCUF-068953,1st,7.5,,15.6,18,41.1,80,DPT-402,4,2016-21
2016-GCUF-068954,1st,7.5,,19.6,18,45.1,80,DPT-402,4,2016-21
2016-GCUF-068955,1st,8,,17.92,12.96,38.88,80,DPT-402,4,2016-21
2016-GCUF-068956,1st,7.5,,19.6,17,44.1,80,DPT-402,4,2016-21
2016-GCUF-068957,1st,7.5,,20.4,15,42.9,80,DPT-402,4,2016-21
2016-GCUF-068958,1st,7.5,,17.6,15,40.1,80,DPT-402,4,2016-21
2016-GCUF-068959,1st,7.5,,15.2,14,36.7,80,DPT-402,4,2016-21
2016-GCUF-068960,1st,7.5,,13.6,14,35.1,80,DPT-402,4,2016-21
2016-GCUF-068964,1st,7.5,,18.4,13,38.9,80,DPT-402,4,2016-21
2016-GCUF-068965,1st,5.5,,18.4,18,41.9,80,DPT-402,4,2016-21
2016-GCUF-068966,1st,7.5,,19.6,15,42.1,80,DPT-402,4,2016-21
2016-GCUF-068967,1st,6,,18.8,9,33.8,80,DPT-402,4,2016-21
2016-GCUF-068968,1st,7.5,,16.8,14,38.3,80,DPT-402,4,2016-21
2016-GCUF-068969,1st,8,,14.4,18,40.4,80,DPT-402,4,2016-21
2016-GCUF-068970,1st,6,,17.6,14,37.6,80,DPT-402,4,2016-21
2016-GCUF-068971,1st,7.5,,20.4,13,40.9,80,DPT-402,4,2016-21
2016-GCUF-068972,1st,7.5,,16,14,37.5,80,DPT-402,4,2016-21
2016-GCUF-068974,1st,7.5,,17.2,14,38.7,80,DPT-402,4,2016-21
2016-GCUF-068975,1st,7.5,,16.4,9,32.9,80,DPT-402,4,2016-21
2016-GCUF-068976,1st,5,,14,18,37,80,DPT-402,4,2016-21
2016-GCUF-068977,1st,7.5,,14.8,9,31.3,80,DPT-402,4,2016-21
2016-GCUF-068978,1st,8,,22,18,48,80,DPT-402,4,2016-21
2016-GCUF-069002,1st,7.5,,15.2,15,37.7,80,DPT-402,4,2016-21
2016-GCUF-068996,1st,7.5,,18.4,10,35.9,80,DPT-404,4,2016-21
2016-GCUF-066434,1st,5.5,,12.2,10,27.7,80,DPT-404,4,2016-21
2016-GCUF-068979,1st,5.5,,18.2,10,33.7,80,DPT-404,4,2016-21
2016-GCUF-066417,1st,7.5,,19.2,15,41.7,80,DPT-404,4,2016-21
2016-GCUF-066436,1st,7.5,,0,0,7.5,80,DPT-404,4,2016-21
2016-GCUF-068963,1st,7.5,,21.2,15,43.7,80,DPT-404,4,2016-21
2016-GCUF-066437,1st,7.5,,16.8,14,38.3,80,DPT-404,4,2016-21
2015-GCUF-055536,1st,5.5,,19.8,10,35.3,80,DPT-404,4,2016-21
2016-GCUF-068980,1st,7.5,,22.2,10,39.7,80,DPT-404,4,2016-21
2016-GCUF-066438,1st,7.5,,18.2,16,41.7,80,DPT-404,4,2016-21
2016-GCUF-066439,1st,5.5,,14,10,29.5,80,DPT-404,4,2016-21
2015-GCUF-055233,1st,7.5,,21.6,10,39.1,80,DPT-404,4,2016-21
2016-GCUF-066440,1st,7.5,,19.4,10,36.9,80,DPT-404,4,2016-21
2016-GCUF-066433,1st,7.5,,22.6,15,45.1,80,DPT-404,4,2016-21
2016-GCUF-068983,1st,5.5,,22,10,37.5,80,DPT-404,4,2016-21
2016-GCUF-066432,1st,5.5,,18.4,10,33.9,80,DPT-404,4,2016-21
2016-GCUF-068985,1st,7.5,,22,15,44.5,80,DPT-404,4,2016-21
2016-GCUF-068986,1st,7.5,,12.6,10,30.1,80,DPT-404,4,2016-21
2016-GCUF-066416,1st,7.5,,19.4,16,42.9,80,DPT-404,4,2016-21
2016-GCUF-066430,1st,7.5,,25.2,16,48.7,80,DPT-404,4,2016-21
2016-GCUF-068987,1st,7.5,,18.4,16,41.9,80,DPT-404,4,2016-21
2016-GCUF-068988,1st,7.5,,18.8,16,42.3,80,DPT-404,4,2016-21
2016-GCUF-066428,1st,7.5,,18,19,44.5,80,DPT-404,4,2016-21
2016-GCUF-068989,1st,5.5,,19.8,15,40.3,80,DPT-404,4,2016-21
2016-GCUF-068990,1st,5.5,,21.4,15,41.9,80,DPT-404,4,2016-21
2016-GCUF-066427,1st,5.5,,14,15,34.5,80,DPT-404,4,2016-21
2016-GCUF-068991,1st,5.5,,13.6,17,36.1,80,DPT-404,4,2016-21
2016-GCUF-066426,1st,7.5,,18.8,15,41.3,80,DPT-404,4,2016-21
2016-GCUF-066425,1st,7.5,,19.2,15,41.7,80,DPT-404,4,2016-21
2016-GCUF-068992,1st,5.5,,23.6,15,44.1,80,DPT-404,4,2016-21
2016-GCUF-068993,1st,7.5,,12,10,29.5,80,DPT-404,4,2016-21
2016-GCUF-068994,1st,7.5,,18.4,16,41.9,80,DPT-404,4,2016-21
2016-GCUF-066423,1st,5.5,,16,16,37.5,80,DPT-404,4,2016-21
2016-GCUF-066421,1st,7.5,,14,16,37.5,80,DPT-404,4,2016-21
2016-GCUF-068998,1st,7.5,,22,15,44.5,80,DPT-404,4,2016-21
2016-GCUF-066419,1st,7.5,,19.2,15,41.7,80,DPT-404,4,2016-21
2016-GCUF-069000,1st,7.5,,19.6,19,46.1,80,DPT-404,4,2016-21
2016-GCUF-066435,1st,5.5,,17.6,10,33.1,80,DPT-404,4,2016-21
2016-GCUF-069001,1st,5.5,,16,18,39.5,80,DPT-404,4,2016-21
2016-GCUF-069003,1st,7.5,,21.2,17,45.7,80,DPT-404,4,2016-21
2016-GCUF-069004,1st,7.5,,17.2,17,41.7,80,DPT-404,4,2016-21
2016-GCUF-069005,1st,5.5,,12.8,16,34.3,80,DPT-404,4,2016-21
2016-GCUF-068953,1st,5.5,,19.6,15,40.1,80,DPT-404,4,2016-21
2016-GCUF-068954,1st,7.5,,20.4,15,42.9,80,DPT-404,4,2016-21
2016-GCUF-068955,1st,5.5,,5.2,0,10.7,80,DPT-404,4,2016-21
2016-GCUF-068956,1st,7.5,,20.4,15,42.9,80,DPT-404,4,2016-21
2016-GCUF-068957,1st,7.5,,17.6,16,41.1,80,DPT-404,4,2016-21
2016-GCUF-068958,1st,7.5,,18.4,14,39.9,80,DPT-404,4,2016-21
2016-GCUF-068959,1st,7.5,,22,10,39.5,80,DPT-404,4,2016-21
2016-GCUF-068960,1st,7.5,,18.4,16,41.9,80,DPT-404,4,2016-21
2016-GCUF-068964,1st,7.5,,22.8,10,40.3,80,DPT-404,4,2016-21
2016-GCUF-068965,1st,7.5,,14,15,36.5,80,DPT-404,4,2016-21
2016-GCUF-068966,1st,7.5,,18.8,15,41.3,80,DPT-404,4,2016-21
2016-GCUF-068967,1st,5.5,,19.6,17,42.1,80,DPT-404,4,2016-21
2016-GCUF-068968,1st,7.5,,16.4,16,39.9,80,DPT-404,4,2016-21
2016-GCUF-068969,1st,7.5,,19.5,10,37,80,DPT-404,4,2016-21
2016-GCUF-068970,1st,5.5,,18.7,15,39.2,80,DPT-404,4,2016-21
2016-GCUF-068971,1st,7.5,,21.2,15,43.7,80,DPT-404,4,2016-21
2016-GCUF-068972,1st,5.5,,21.6,10,37.1,80,DPT-404,4,2016-21
2016-GCUF-068974,1st,7.5,,18,15,40.5,80,DPT-404,4,2016-21
2016-GCUF-068975,1st,7.5,,19.6,16,43.1,80,DPT-404,4,2016-21
2016-GCUF-068976,1st,5.5,,15,18,38.5,80,DPT-404,4,2016-21
2016-GCUF-068977,1st,7.5,,16.8,17,41.3,80,DPT-404,4,2016-21
2016-GCUF-068978,1st,7.5,,22.4,18,47.9,80,DPT-404,4,2016-21
2016-GCUF-069002,1st,7.5,,17.2,17,41.7,80,DPT-404,4,2016-21
2016-GCUF-066434,1st,9,,25,0,34,80,DPT-406,4,2016-21
2016-GCUF-068996,1st,11.5,,29,0,40.5,80,DPT-406,4,2016-21
2016-GCUF-066417,1st,11.5,,31,0,42.5,80,DPT-406,4,2016-21
2016-GCUF-068979,1st,12,,27,0,39,80,DPT-406,4,2016-21
2016-GCUF-068963,1st,11.5,,31,0,42.5,80,DPT-406,4,2016-21
2016-GCUF-066436,1st,12,,27,0,39,80,DPT-406,4,2016-21
2015-GCUF-055536,1st,11,,28,0,39,80,DPT-406,4,2016-21
2016-GCUF-066437,1st,11.5,,30,0,41.5,80,DPT-406,4,2016-21
2016-GCUF-066438,1st,11.5,,28,0,39.5,80,DPT-406,4,2016-21
2016-GCUF-068980,1st,11.5,,30,0,41.5,80,DPT-406,4,2016-21
2016-GCUF-066439,1st,12,,27,0,39,80,DPT-406,4,2016-21
2015-GCUF-055233,1st,11.5,,31,0,42.5,80,DPT-406,4,2016-21
2016-GCUF-066440,1st,11.5,,29,0,40.5,80,DPT-406,4,2016-21
2016-GCUF-066433,1st,11.5,,31,0,42.5,80,DPT-406,4,2016-21
2016-GCUF-068983,1st,9,,30,0,39,80,DPT-406,4,2016-21
2016-GCUF-066432,1st,12,,30,0,42,80,DPT-406,4,2016-21
2016-GCUF-068985,1st,12,,27,0,39,80,DPT-406,4,2016-21
2016-GCUF-068986,1st,11.5,,29,0,40.5,80,DPT-406,4,2016-21
2016-GCUF-066416,1st,12,,27,0,39,80,DPT-406,4,2016-21
2016-GCUF-066430,1st,11.5,,30,0,41.5,80,DPT-406,4,2016-21
2016-GCUF-068987,1st,11.5,,33,0,44.5,80,DPT-406,4,2016-21
2016-GCUF-068988,1st,11.5,,30,0,41.5,80,DPT-406,4,2016-21
2016-GCUF-068989,1st,11.5,,30,0,41.5,80,DPT-406,4,2016-21
2016-GCUF-066428,1st,11.5,,32,0,43.5,80,DPT-406,4,2016-21
2016-GCUF-066427,1st,9,,32,0,41,80,DPT-406,4,2016-21
2016-GCUF-068990,1st,11.5,,30,0,41.5,80,DPT-406,4,2016-21
2016-GCUF-068991,1st,12,,27,0,39,80,DPT-406,4,2016-21
2016-GCUF-066426,1st,11.5,,28,0,39.5,80,DPT-406,4,2016-21
2016-GCUF-068992,1st,11.5,,28,0,39.5,80,DPT-406,4,2016-21
2016-GCUF-066425,1st,9,,30,0,39,80,DPT-406,4,2016-21
2016-GCUF-068993,1st,11.5,,30,0,41.5,80,DPT-406,4,2016-21
2016-GCUF-066423,1st,7,,32,0,39,80,DPT-406,4,2016-21
2016-GCUF-068994,1st,11,,28,0,39,80,DPT-406,4,2016-21
2016-GCUF-066421,1st,11.5,,29,0,40.5,80,DPT-406,4,2016-21
2016-GCUF-068998,1st,11.5,,28,0,39.5,80,DPT-406,4,2016-21
2016-GCUF-066419,1st,12,,27,0,39,80,DPT-406,4,2016-21
2016-GCUF-069000,1st,11.5,,30,0,41.5,80,DPT-406,4,2016-21
2016-GCUF-069001,1st,11.5,,20,0,31.5,80,DPT-406,4,2016-21
2016-GCUF-066435,1st,11.5,,22,0,33.5,80,DPT-406,4,2016-21
2016-GCUF-069003,1st,11.5,,30,0,41.5,80,DPT-406,4,2016-21
2016-GCUF-069004,1st,12,,27,0,39,80,DPT-406,4,2016-21
2016-GCUF-069005,1st,5.5,,28,0,33.5,80,DPT-406,4,2016-21
2016-GCUF-068953,1st,11.5,,28,0,39.5,80,DPT-406,4,2016-21
2016-GCUF-068954,1st,11.5,,32,0,43.5,80,DPT-406,4,2016-21
2016-GCUF-068955,1st,12,,25.2,0,37.2,80,DPT-406,4,2016-21
2016-GCUF-068956,1st,11.5,,31,0,42.5,80,DPT-406,4,2016-21
2016-GCUF-068957,1st,12,,27,0,39,80,DPT-406,4,2016-21
2016-GCUF-068958,1st,12,,27,0,39,80,DPT-406,4,2016-21
2016-GCUF-068959,1st,11.5,,29,0,40.5,80,DPT-406,4,2016-21
2016-GCUF-068960,1st,11.5,,30,0,41.5,80,DPT-406,4,2016-21
2016-GCUF-068964,1st,11.5,,31,0,42.5,80,DPT-406,4,2016-21
2016-GCUF-068965,1st,9,,33,0,42,80,DPT-406,4,2016-21
2016-GCUF-068966,1st,11.5,,30,0,41.5,80,DPT-406,4,2016-21
2016-GCUF-068967,1st,10,,29,0,39,80,DPT-406,4,2016-21
2016-GCUF-068968,1st,12,,27,0,39,80,DPT-406,4,2016-21
2016-GCUF-068969,1st,12,,32,0,44,80,DPT-406,4,2016-21
2016-GCUF-068970,1st,11.5,,29,0,40.5,80,DPT-406,4,2016-21
2016-GCUF-068971,1st,11.5,,29,0,40.5,80,DPT-406,4,2016-21
2016-GCUF-068972,1st,11.5,,28,0,39.5,80,DPT-406,4,2016-21
2016-GCUF-068974,1st,12,,27,0,39,80,DPT-406,4,2016-21
2016-GCUF-068975,1st,11.5,,30,0,41.5,80,DPT-406,4,2016-21
2016-GCUF-068976,1st,11,,28,0,39,80,DPT-406,4,2016-21
2016-GCUF-068977,1st,12,,27,0,39,80,DPT-406,4,2016-21
2016-GCUF-068978,1st,12,,30,0,42,80,DPT-406,4,2016-21
2016-GCUF-069002,1st,12,,27,0,39,80,DPT-406,4,2016-21
2016-GCUF-068996,1st,7.5,,21,0,28.5,80,DPT-408,4,2016-21
2016-GCUF-066434,1st,7.5,,14,0,21.5,80,DPT-408,4,2016-21
2016-GCUF-068979,1st,5.5,,23,0,28.5,80,DPT-408,4,2016-21
2016-GCUF-066417,1st,7.5,,21,0,28.5,80,DPT-408,4,2016-21
2016-GCUF-066436,1st,7.5,,17,0,24.5,80,DPT-408,4,2016-21
2016-GCUF-068963,1st,5.5,,24,0,29.5,80,DPT-408,4,2016-21
2016-GCUF-066437,1st,7.5,,11,0,18.5,80,DPT-408,4,2016-21
2015-GCUF-055536,1st,5.5,,21,0,26.5,80,DPT-408,4,2016-21
2016-GCUF-068980,1st,7.5,,19,0,26.5,80,DPT-408,4,2016-21
2016-GCUF-066438,1st,7.5,,18,0,25.5,80,DPT-408,4,2016-21
2016-GCUF-066439,1st,7.5,,16,0,23.5,80,DPT-408,4,2016-21
2015-GCUF-055233,1st,7.5,,19,0,26.5,80,DPT-408,4,2016-21
2016-GCUF-066440,1st,7.5,,19,0,26.5,80,DPT-408,4,2016-21
2016-GCUF-066433,1st,7.5,,16,0,23.5,80,DPT-408,4,2016-21
2016-GCUF-068983,1st,5.5,,21,0,26.5,80,DPT-408,4,2016-21
2016-GCUF-066432,1st,7.5,,19,0,26.5,80,DPT-408,4,2016-21
2016-GCUF-068985,1st,7.5,,27,0,34.5,80,DPT-408,4,2016-21
2016-GCUF-068986,1st,7.5,,17,0,24.5,80,DPT-408,4,2016-21
2016-GCUF-066416,1st,7.5,,21,0,28.5,80,DPT-408,4,2016-21
2016-GCUF-066430,1st,7.5,,22,0,29.5,80,DPT-408,4,2016-21
2016-GCUF-068987,1st,7.5,,21,0,28.5,80,DPT-408,4,2016-21
2016-GCUF-068988,1st,7.5,,24.5,0,32,80,DPT-408,4,2016-21
2016-GCUF-066428,1st,7.5,,17,0,24.5,80,DPT-408,4,2016-21
2016-GCUF-068989,1st,7.5,,15,0,22.5,80,DPT-408,4,2016-21
2016-GCUF-068990,1st,7.5,,19,0,26.5,80,DPT-408,4,2016-21
2016-GCUF-066427,1st,5.5,,15,0,20.5,80,DPT-408,4,2016-21
2016-GCUF-068991,1st,7.5,,16,0,23.5,80,DPT-408,4,2016-21
2016-GCUF-066426,1st,7.5,,15,0,22.5,80,DPT-408,4,2016-21
2016-GCUF-066425,1st,7.5,,16,0,23.5,80,DPT-408,4,2016-21
2016-GCUF-068992,1st,7.5,,17,0,24.5,80,DPT-408,4,2016-21
2016-GCUF-068993,1st,5.5,,16,0,21.5,80,DPT-408,4,2016-21
2016-GCUF-068994,1st,7.5,,17,0,24.5,80,DPT-408,4,2016-21
2016-GCUF-066423,1st,5.5,,17,0,22.5,80,DPT-408,4,2016-21
2016-GCUF-066421,1st,7.5,,20,0,27.5,80,DPT-408,4,2016-21
2016-GCUF-068998,1st,7.5,,20,0,27.5,80,DPT-408,4,2016-21
2016-GCUF-066419,1st,7.5,,22,0,29.5,80,DPT-408,4,2016-21
2016-GCUF-069000,1st,7.5,,20,0,27.5,80,DPT-408,4,2016-21
2016-GCUF-066435,1st,7.5,,12,0,19.5,80,DPT-408,4,2016-21
2016-GCUF-069001,1st,7.5,,14,0,21.5,80,DPT-408,4,2016-21
2016-GCUF-069003,1st,7.5,,20,0,27.5,80,DPT-408,4,2016-21
2016-GCUF-069004,1st,7.5,,19,0,26.5,80,DPT-408,4,2016-21
2016-GCUF-069005,1st,5.5,,17,0,22.5,80,DPT-408,4,2016-21
2016-GCUF-068953,1st,7.5,,22,0,29.5,80,DPT-408,4,2016-21
2016-GCUF-068954,1st,7.5,,22,0,29.5,80,DPT-408,4,2016-21
2016-GCUF-068955,1st,8,,20,0,28,80,DPT-408,4,2016-21
2016-GCUF-068956,1st,7.5,,16,0,23.5,80,DPT-408,4,2016-21
2016-GCUF-068957,1st,7.5,,20,0,27.5,80,DPT-408,4,2016-21
2016-GCUF-068958,1st,7.5,,17,0,24.5,80,DPT-408,4,2016-21
2016-GCUF-068959,1st,7.5,,17,0,24.5,80,DPT-408,4,2016-21
2016-GCUF-068960,1st,7.5,,20,0,27.5,80,DPT-408,4,2016-21
2016-GCUF-068964,1st,7.5,,24,0,31.5,80,DPT-408,4,2016-21
2016-GCUF-068965,1st,5.5,,21,0,26.5,80,DPT-408,4,2016-21
2016-GCUF-068966,1st,7.5,,21,0,28.5,80,DPT-408,4,2016-21
2016-GCUF-068967,1st,6,,22,0,28,80,DPT-408,4,2016-21
2016-GCUF-068968,1st,7.5,,19,0,26.5,80,DPT-408,4,2016-21
2016-GCUF-068969,1st,7.5,,19,0,26.5,80,DPT-408,4,2016-21
2016-GCUF-068970,1st,6,,20,0,26,80,DPT-408,4,2016-21
2016-GCUF-068971,1st,7.5,,26,0,33.5,80,DPT-408,4,2016-21
2016-GCUF-068972,1st,7.5,,20,0,27.5,80,DPT-408,4,2016-21
2016-GCUF-068974,1st,7.5,,18.5,0,26,80,DPT-408,4,2016-21
2016-GCUF-068975,1st,7.5,,24.5,0,32,80,DPT-408,4,2016-21
2016-GCUF-068976,1st,5.5,,14,0,19.5,80,DPT-408,4,2016-21
2016-GCUF-068977,1st,7.5,,22,0,29.5,80,DPT-408,4,2016-21
2016-GCUF-068978,1st,8,,24,0,32,80,DPT-408,4,2016-21
2016-GCUF-069002,1st,7.5,,19,0,26.5,80,DPT-408,4,2016-21
2016-GCUF-068996,1st,12,,31.68,0,43.68,80,DPT-410,4,2016-21
2016-GCUF-066434,1st,12,,21.6,0,33.6,80,DPT-410,4,2016-21
2016-GCUF-068979,1st,9,,31.44,0,40.44,80,DPT-410,4,2016-21
2016-GCUF-066417,1st,12,,24.96,0,36.96,80,DPT-410,4,2016-21
2016-GCUF-066436,1st,12,,30.5,0,42.5,80,DPT-410,4,2016-21
2016-GCUF-068963,1st,12,,30.48,0,42.48,80,DPT-410,4,2016-21
2016-GCUF-066437,1st,12,,26.88,0,38.88,80,DPT-410,4,2016-21
2015-GCUF-055536,1st,12,,33.12,0,45.12,80,DPT-410,4,2016-21
2016-GCUF-068980,1st,12,,30.24,0,42.24,80,DPT-410,4,2016-21
2016-GCUF-066438,1st,12,,33.6,0,45.6,80,DPT-410,4,2016-21
2016-GCUF-066439,1st,12,,25.44,0,37.44,80,DPT-410,4,2016-21
2015-GCUF-055233,1st,12,,34.08,0,46.08,80,DPT-410,4,2016-21
2016-GCUF-066440,1st,12,,29.28,0,41.28,80,DPT-410,4,2016-21
2016-GCUF-066433,1st,12,,27.36,0,39.36,80,DPT-410,4,2016-21
2016-GCUF-068983,1st,9,,34.08,0,43.08,80,DPT-410,4,2016-21
2016-GCUF-066432,1st,12,,32.64,0,44.64,80,DPT-410,4,2016-21
2016-GCUF-068985,1st,12,,30.72,0,42.72,80,DPT-410,4,2016-21
2016-GCUF-068986,1st,12,,31.2,0,43.2,80,DPT-410,4,2016-21
2016-GCUF-066416,1st,12,,28.32,0,40.32,80,DPT-410,4,2016-21
2016-GCUF-066430,1st,12,,30.24,0,42.24,80,DPT-410,4,2016-21
2016-GCUF-068987,1st,12,,30.72,0,42.72,80,DPT-410,4,2016-21
2016-GCUF-068988,1st,12,,29.28,0,41.28,80,DPT-410,4,2016-21
2016-GCUF-066428,1st,12,,32.64,0,44.64,80,DPT-410,4,2016-21
2016-GCUF-068989,1st,12,,24.48,0,36.48,80,DPT-410,4,2016-21
2016-GCUF-068990,1st,12,,32.16,0,44.16,80,DPT-410,4,2016-21
2016-GCUF-066427,1st,9,,23.52,0,32.52,80,DPT-410,4,2016-21
2016-GCUF-068991,1st,12,,27.84,0,39.84,80,DPT-410,4,2016-21
2016-GCUF-066426,1st,12,,30.72,0,42.72,80,DPT-410,4,2016-21
2016-GCUF-066425,1st,12,,29.28,0,41.28,80,DPT-410,4,2016-21
2016-GCUF-068992,1st,12,,27.36,0,39.36,80,DPT-410,4,2016-21
2016-GCUF-068993,1st,9,,27.84,0,36.84,80,DPT-410,4,2016-21
2016-GCUF-068994,1st,12,,29.76,0,41.76,80,DPT-410,4,2016-21
2016-GCUF-066423,1st,9,,28.8,0,37.8,80,DPT-410,4,2016-21
2016-GCUF-066421,1st,12,,32.16,0,44.16,80,DPT-410,4,2016-21
